# ŦаƄȴℯ τᴏ ¢օƞνеɼȶ սηіҫօɗе ƈᴑȡe ρoɨոƭʂ ȶဝ ʈɦℯⅈг ɳeẚɼℯѕŧ ᗅЅСƗІ homoglyph
# Copyright (c) 2011 Cristian Martinez <me-at-martinec.org>
#
# This data is released under the LGPLLR license. You can use it in commercial
# and non-commercial code with attribution. See http://spdx.org/licenses/LGPLLR
#
# Note:
# The rules to convert accented characters to their unaccented version are
# omitted. Unaccented characters can be obtained by removing the Combining
# Diacritical Marks from canonical mappings containg two-codepoints in the
# form <unaccented character> <combining diacritical mark>
#
# Format:
# <code point>;<normalization>;(glyph) (normalization);(glyph name) (normalization)
042C;0062;(Ь) (b);(CYRILLIC CAPITAL LETTER SOFT SIGN) (LATIN SMALL LETTER B)
044A;0062;(ъ) (b);(CYRILLIC SMALL LETTER HARD SIGN) (LATIN SMALL LETTER B)
044B;0062 006C;(ы) (bl);(CYRILLIC SMALL LETTER YERU) (LATIN SMALL LETTER B  LATIN SMALL LETTER L)
0462;0062;(Ѣ) (b);(CYRILLIC CAPITAL LETTER YAT) (LATIN SMALL LETTER B)
0463;0062;(ѣ) (b);(CYRILLIC SMALL LETTER YAT) (LATIN SMALL LETTER B)
048C;0062;(Ҍ) (b);(CYRILLIC CAPITAL LETTER SEMISOFT SIGN) (LATIN SMALL LETTER B)
048D;0062;(ҍ) (b);(CYRILLIC SMALL LETTER SEMISOFT SIGN) (LATIN SMALL LETTER B)
13CF;0062;(Ꮟ) (b);(CHEROKEE LETTER SI) (LATIN SMALL LETTER B)
15AF;0062;(ᖯ) (b);(CANADIAN SYLLABICS AIVILIK B) (LATIN SMALL LETTER B)
1D41B;0062;(𝐛) (b);(MATHEMATICAL BOLD SMALL B) (LATIN SMALL LETTER B)
1D44F;0062;(𝑏) (b);(MATHEMATICAL ITALIC SMALL B) (LATIN SMALL LETTER B)
1D47;0062;(ᵇ) (b);(MODIFIER LETTER SMALL B) (LATIN SMALL LETTER B)
1D483;0062;(𝒃) (b);(MATHEMATICAL BOLD ITALIC SMALL B) (LATIN SMALL LETTER B)
1D4B7;0062;(𝒷) (b);(MATHEMATICAL SCRIPT SMALL B) (LATIN SMALL LETTER B)
1D4EB;0062;(𝓫) (b);(MATHEMATICAL BOLD SCRIPT SMALL B) (LATIN SMALL LETTER B)
1D51F;0062;(𝔟) (b);(MATHEMATICAL FRAKTUR SMALL B) (LATIN SMALL LETTER B)
1D553;0062;(𝕓) (b);(MATHEMATICAL DOUBLE-STRUCK SMALL B) (LATIN SMALL LETTER B)
1D587;0062;(𝖇) (b);(MATHEMATICAL BOLD FRAKTUR SMALL B) (LATIN SMALL LETTER B)
1D5BB;0062;(𝖻) (b);(MATHEMATICAL SANS-SERIF SMALL B) (LATIN SMALL LETTER B)
1D5EF;0062;(𝗯) (b);(MATHEMATICAL SANS-SERIF BOLD SMALL B) (LATIN SMALL LETTER B)
1D623;0062;(𝘣) (b);(MATHEMATICAL SANS-SERIF ITALIC SMALL B) (LATIN SMALL LETTER B)
1D657;0062;(𝙗) (b);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL B) (LATIN SMALL LETTER B)
1D68B;0062;(𝚋) (b);(MATHEMATICAL MONOSPACE SMALL B) (LATIN SMALL LETTER B)
24D1;0062;(ⓑ) (b);(CIRCLED LATIN SMALL LETTER B) (LATIN SMALL LETTER B)
3374;0062 0061 0072;(㍴) (bar);(SQUARE BAR) (LATIN SMALL LETTER B  LATIN SMALL LETTER A  LATIN SMALL LETTER R)
FF42;0062;(ｂ) (b);(FULLWIDTH LATIN SMALL LETTER B) (LATIN SMALL LETTER B)
00A2;0063;(¢) (c);(CENT SIGN) (LATIN SMALL LETTER C)
0188;0063;(ƈ) (c);(LATIN SMALL LETTER C WITH HOOK) (LATIN SMALL LETTER C)
0255;0063;(ɕ) (c);(LATIN SMALL LETTER C WITH CURL) (LATIN SMALL LETTER C)
03F2;0063;(ϲ) (c);(GREEK LUNATE SIGMA SYMBOL) (LATIN SMALL LETTER C)
0441;0063;(с) (c);(CYRILLIC SMALL LETTER ES) (LATIN SMALL LETTER C)
04AB;0063;(ҫ) (c);(CYRILLIC SMALL LETTER ES WITH DESCENDER) (LATIN SMALL LETTER C)
1D04;0063;(ᴄ) (c);(LATIN LETTER SMALL CAPITAL C) (LATIN SMALL LETTER C)
1D41C;0063;(𝐜) (c);(MATHEMATICAL BOLD SMALL C) (LATIN SMALL LETTER C)
1D450;0063;(𝑐) (c);(MATHEMATICAL ITALIC SMALL C) (LATIN SMALL LETTER C)
1D484;0063;(𝒄) (c);(MATHEMATICAL BOLD ITALIC SMALL C) (LATIN SMALL LETTER C)
1D4B8;0063;(𝒸) (c);(MATHEMATICAL SCRIPT SMALL C) (LATIN SMALL LETTER C)
1D4EC;0063;(𝓬) (c);(MATHEMATICAL BOLD SCRIPT SMALL C) (LATIN SMALL LETTER C)
1D520;0063;(𝔠) (c);(MATHEMATICAL FRAKTUR SMALL C) (LATIN SMALL LETTER C)
1D554;0063;(𝕔) (c);(MATHEMATICAL DOUBLE-STRUCK SMALL C) (LATIN SMALL LETTER C)
1D588;0063;(𝖈) (c);(MATHEMATICAL BOLD FRAKTUR SMALL C) (LATIN SMALL LETTER C)
1D5BC;0063;(𝖼) (c);(MATHEMATICAL SANS-SERIF SMALL C) (LATIN SMALL LETTER C)
1D5F0;0063;(𝗰) (c);(MATHEMATICAL SANS-SERIF BOLD SMALL C) (LATIN SMALL LETTER C)
1D624;0063;(𝘤) (c);(MATHEMATICAL SANS-SERIF ITALIC SMALL C) (LATIN SMALL LETTER C)
1D658;0063;(𝙘) (c);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL C) (LATIN SMALL LETTER C)
1D68C;0063;(𝚌) (c);(MATHEMATICAL MONOSPACE SMALL C) (LATIN SMALL LETTER C)
2105;0063 002F 006F;(℅) (c/o);(CARE OF) (LATIN SMALL LETTER C  SOLIDUS  LATIN SMALL LETTER O)
2106;0063 002F 0075;(℆) (c/u);(CADA UNA) (LATIN SMALL LETTER C  SOLIDUS  LATIN SMALL LETTER U)
217D;0063;(ⅽ) (c);(SMALL ROMAN NUMERAL ONE HUNDRED) (LATIN SMALL LETTER C)
24D2;0063;(ⓒ) (c);(CIRCLED LATIN SMALL LETTER C) (LATIN SMALL LETTER C)
2CA5;0063;(ⲥ) (c);(COPTIC SMALL LETTER SIMA) (LATIN SMALL LETTER C)
3388;0063 0061 006C;(㎈) (cal);(SQUARE CAL) (LATIN SMALL LETTER C  LATIN SMALL LETTER A  LATIN SMALL LETTER L)
339D;0063 006D;(㎝) (cm);(SQUARE CM) (LATIN SMALL LETTER C  LATIN SMALL LETTER M)
33A0;0063 006D 0032;(㎠) (cm2);(SQUARE CM SQUARED) (LATIN SMALL LETTER C  LATIN SMALL LETTER M  DIGIT TWO)
33A4;0063 006D 0033;(㎤) (cm3);(SQUARE CM CUBED) (LATIN SMALL LETTER C  LATIN SMALL LETTER M  DIGIT THREE)
33C4;0063 0063;(㏄) (cc);(SQUARE CC) (LATIN SMALL LETTER C  LATIN SMALL LETTER C)
33C5;0063 0064;(㏅) (cd);(SQUARE CD) (LATIN SMALL LETTER C  LATIN SMALL LETTER D)
FF43;0063;(ｃ) (c);(FULLWIDTH LATIN SMALL LETTER C) (LATIN SMALL LETTER C)
0111;0064;(đ) (d);(LATIN SMALL LETTER D WITH STROKE) (LATIN SMALL LETTER D)
018B;0064;(Ƌ) (d);(LATIN CAPITAL LETTER D WITH TOPBAR) (LATIN SMALL LETTER D)
018C;0064;(ƌ) (d);(LATIN SMALL LETTER D WITH TOPBAR) (LATIN SMALL LETTER D)
01C6;0064 007A;(ǆ) (dz);(LATIN SMALL LETTER DZ WITH CARON) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
01F3;0064 007A;(ǳ) (dz);(LATIN SMALL LETTER DZ) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
0221;0064;(ȡ) (d);(LATIN SMALL LETTER D WITH CURL) (LATIN SMALL LETTER D)
0256;0064;(ɖ) (d);(LATIN SMALL LETTER D WITH TAIL) (LATIN SMALL LETTER D)
0257;0064;(ɗ) (d);(LATIN SMALL LETTER D WITH HOOK) (LATIN SMALL LETTER D)
02A3;0064 007A;(ʣ) (dz);(LATIN SMALL LETTER DZ DIGRAPH) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
02A4;0064 0065;(ʤ) (de);(LATIN SMALL LETTER DEZH DIGRAPH) (LATIN SMALL LETTER D  LATIN SMALL LETTER E)
02A5;0064 007A;(ʥ) (dz);(LATIN SMALL LETTER DZ DIGRAPH WITH CURL) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
0501;0064;(ԁ) (d);(CYRILLIC SMALL LETTER KOMI DE) (LATIN SMALL LETTER D)
13E7;0064;(Ꮷ) (d);(CHEROKEE LETTER TSU) (LATIN SMALL LETTER D)
146F;0064;(ᑯ) (d);(CANADIAN SYLLABICS KO) (LATIN SMALL LETTER D)
147A;0064;(ᑺ) (d);(CANADIAN SYLLABICS KWO) (LATIN SMALL LETTER D)
147B;0064;(ᑻ) (d);(CANADIAN SYLLABICS WEST-CREE KWO) (LATIN SMALL LETTER D)
1487;0064;(ᒇ) (d);(CANADIAN SYLLABICS SOUTH-SLAVEY KOH) (LATIN SMALL LETTER D)
1581;0064;(ᖁ) (d);(CANADIAN SYLLABICS QO) (LATIN SMALL LETTER D)
1D41D;0064;(𝐝) (d);(MATHEMATICAL BOLD SMALL D) (LATIN SMALL LETTER D)
1D451;0064;(𝑑) (d);(MATHEMATICAL ITALIC SMALL D) (LATIN SMALL LETTER D)
1D48;0064;(ᵈ) (d);(MODIFIER LETTER SMALL D) (LATIN SMALL LETTER D)
1D485;0064;(𝒅) (d);(MATHEMATICAL BOLD ITALIC SMALL D) (LATIN SMALL LETTER D)
1D4B9;0064;(𝒹) (d);(MATHEMATICAL SCRIPT SMALL D) (LATIN SMALL LETTER D)
1D4ED;0064;(𝓭) (d);(MATHEMATICAL BOLD SCRIPT SMALL D) (LATIN SMALL LETTER D)
1D521;0064;(𝔡) (d);(MATHEMATICAL FRAKTUR SMALL D) (LATIN SMALL LETTER D)
1D555;0064;(𝕕) (d);(MATHEMATICAL DOUBLE-STRUCK SMALL D) (LATIN SMALL LETTER D)
1D589;0064;(𝖉) (d);(MATHEMATICAL BOLD FRAKTUR SMALL D) (LATIN SMALL LETTER D)
1D5BD;0064;(𝖽) (d);(MATHEMATICAL SANS-SERIF SMALL D) (LATIN SMALL LETTER D)
1D5F1;0064;(𝗱) (d);(MATHEMATICAL SANS-SERIF BOLD SMALL D) (LATIN SMALL LETTER D)
1D625;0064;(𝘥) (d);(MATHEMATICAL SANS-SERIF ITALIC SMALL D) (LATIN SMALL LETTER D)
1D659;0064;(𝙙) (d);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL D) (LATIN SMALL LETTER D)
1D68D;0064;(𝚍) (d);(MATHEMATICAL MONOSPACE SMALL D) (LATIN SMALL LETTER D)
20AB;0064;(₫) (d);(DONG SIGN) (LATIN SMALL LETTER D)
2146;0064;(ⅆ) (d);(DOUBLE-STRUCK ITALIC SMALL D) (LATIN SMALL LETTER D)
217E;0064;(ⅾ) (d);(SMALL ROMAN NUMERAL FIVE HUNDRED) (LATIN SMALL LETTER D)
24D3;0064;(ⓓ) (d);(CIRCLED LATIN SMALL LETTER D) (LATIN SMALL LETTER D)
3372;0064 0061;(㍲) (da);(SQUARE DA) (LATIN SMALL LETTER D  LATIN SMALL LETTER A)
3377;0064 006D;(㍷) (dm);(SQUARE DM) (LATIN SMALL LETTER D  LATIN SMALL LETTER M)
3378;0064 006D 0032;(㍸) (dm2);(SQUARE DM SQUARED) (LATIN SMALL LETTER D  LATIN SMALL LETTER M  DIGIT TWO)
3379;0064 006D 0033;(㍹) (dm3);(SQUARE DM CUBED) (LATIN SMALL LETTER D  LATIN SMALL LETTER M  DIGIT THREE)
3397;0064 006C;(㎗) (dl);(SQUARE DL) (LATIN SMALL LETTER D  LATIN SMALL LETTER L)
33C8;0064 0042;(㏈) (dB);(SQUARE DB) (LATIN SMALL LETTER D  LATIN CAPITAL LETTER B)
A4D2;0064;(ꓒ) (d);(LISU LETTER PHA) (LATIN SMALL LETTER D)
FF44;0064;(ｄ) (d);(FULLWIDTH LATIN SMALL LETTER D) (LATIN SMALL LETTER D)
0435;0065;(е) (e);(CYRILLIC SMALL LETTER IE) (LATIN SMALL LETTER E)
1D14;0065 006F;(ᴔ) (eo);(LATIN SMALL LETTER TURNED OE) (LATIN SMALL LETTER E  LATIN SMALL LETTER O)
1D41E;0065;(𝐞) (e);(MATHEMATICAL BOLD SMALL E) (LATIN SMALL LETTER E)
1D452;0065;(𝑒) (e);(MATHEMATICAL ITALIC SMALL E) (LATIN SMALL LETTER E)
1D486;0065;(𝒆) (e);(MATHEMATICAL BOLD ITALIC SMALL E) (LATIN SMALL LETTER E)
1D49;0065;(ᵉ) (e);(MODIFIER LETTER SMALL E) (LATIN SMALL LETTER E)
1D4EE;0065;(𝓮) (e);(MATHEMATICAL BOLD SCRIPT SMALL E) (LATIN SMALL LETTER E)
1D522;0065;(𝔢) (e);(MATHEMATICAL FRAKTUR SMALL E) (LATIN SMALL LETTER E)
1D556;0065;(𝕖) (e);(MATHEMATICAL DOUBLE-STRUCK SMALL E) (LATIN SMALL LETTER E)
1D58A;0065;(𝖊) (e);(MATHEMATICAL BOLD FRAKTUR SMALL E) (LATIN SMALL LETTER E)
1D5BE;0065;(𝖾) (e);(MATHEMATICAL SANS-SERIF SMALL E) (LATIN SMALL LETTER E)
1D5F2;0065;(𝗲) (e);(MATHEMATICAL SANS-SERIF BOLD SMALL E) (LATIN SMALL LETTER E)
1D626;0065;(𝘦) (e);(MATHEMATICAL SANS-SERIF ITALIC SMALL E) (LATIN SMALL LETTER E)
1D65A;0065;(𝙚) (e);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL E) (LATIN SMALL LETTER E)
1D68E;0065;(𝚎) (e);(MATHEMATICAL MONOSPACE SMALL E) (LATIN SMALL LETTER E)
212E;0065;(℮) (e);(ESTIMATED SYMBOL) (LATIN SMALL LETTER E)
212F;0065;(ℯ) (e);(SCRIPT SMALL E) (LATIN SMALL LETTER E)
2147;0065;(ⅇ) (e);(DOUBLE-STRUCK ITALIC SMALL E) (LATIN SMALL LETTER E)
24D4;0065;(ⓔ) (e);(CIRCLED LATIN SMALL LETTER E) (LATIN SMALL LETTER E)
32CD;0065 0072 0067;(㋍) (erg);(SQUARE ERG) (LATIN SMALL LETTER E  LATIN SMALL LETTER R  LATIN SMALL LETTER G)
32CE;0065 0056;(㋎) (eV);(SQUARE EV) (LATIN SMALL LETTER E  LATIN CAPITAL LETTER V)
FF45;0065;(ｅ) (e);(FULLWIDTH LATIN SMALL LETTER E) (LATIN SMALL LETTER E)
017F;0066;(ſ) (f);(LATIN SMALL LETTER LONG S) (LATIN SMALL LETTER F)
0192;0066;(ƒ) (f);(LATIN SMALL LETTER F WITH HOOK) (LATIN SMALL LETTER F)
02A9;0066 006E;(ʩ) (fn);(LATIN SMALL LETTER FENG DIGRAPH) (LATIN SMALL LETTER F  LATIN SMALL LETTER N)
0493;0066;(ғ) (f);(CYRILLIC SMALL LETTER GHE WITH STROKE) (LATIN SMALL LETTER F)
1D41F;0066;(𝐟) (f);(MATHEMATICAL BOLD SMALL F) (LATIN SMALL LETTER F)
1D453;0066;(𝑓) (f);(MATHEMATICAL ITALIC SMALL F) (LATIN SMALL LETTER F)
1D487;0066;(𝒇) (f);(MATHEMATICAL BOLD ITALIC SMALL F) (LATIN SMALL LETTER F)
1D4BB;0066;(𝒻) (f);(MATHEMATICAL SCRIPT SMALL F) (LATIN SMALL LETTER F)
1D4EF;0066;(𝓯) (f);(MATHEMATICAL BOLD SCRIPT SMALL F) (LATIN SMALL LETTER F)
1D523;0066;(𝔣) (f);(MATHEMATICAL FRAKTUR SMALL F) (LATIN SMALL LETTER F)
1D557;0066;(𝕗) (f);(MATHEMATICAL DOUBLE-STRUCK SMALL F) (LATIN SMALL LETTER F)
1D58B;0066;(𝖋) (f);(MATHEMATICAL BOLD FRAKTUR SMALL F) (LATIN SMALL LETTER F)
1D5BF;0066;(𝖿) (f);(MATHEMATICAL SANS-SERIF SMALL F) (LATIN SMALL LETTER F)
1D5F3;0066;(𝗳) (f);(MATHEMATICAL SANS-SERIF BOLD SMALL F) (LATIN SMALL LETTER F)
1D627;0066;(𝘧) (f);(MATHEMATICAL SANS-SERIF ITALIC SMALL F) (LATIN SMALL LETTER F)
1D65B;0066;(𝙛) (f);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL F) (LATIN SMALL LETTER F)
1D68F;0066;(𝚏) (f);(MATHEMATICAL MONOSPACE SMALL F) (LATIN SMALL LETTER F)
1E9D;0066;(ẝ) (f);(LATIN SMALL LETTER LONG S WITH HIGH STROKE) (LATIN SMALL LETTER F)
24D5;0066;(ⓕ) (f);(CIRCLED LATIN SMALL LETTER F) (LATIN SMALL LETTER F)
3399;0066 006D;(㎙) (fm);(SQUARE FM) (LATIN SMALL LETTER F  LATIN SMALL LETTER M)
FB00;0066 0066;(ﬀ) (ff);(LATIN SMALL LIGATURE FF) (LATIN SMALL LETTER F  LATIN SMALL LETTER F)
FB01;0066 0069;(ﬁ) (fi);(LATIN SMALL LIGATURE FI) (LATIN SMALL LETTER F  LATIN SMALL LETTER I)
FB02;0066 006C;(ﬂ) (fl);(LATIN SMALL LIGATURE FL) (LATIN SMALL LETTER F  LATIN SMALL LETTER L)
FB03;0066 0066 0069;(ﬃ) (ffi);(LATIN SMALL LIGATURE FFI) (LATIN SMALL LETTER F  LATIN SMALL LETTER F  LATIN SMALL LETTER I)
FB04;0066 0066 006C;(ﬄ) (ffl);(LATIN SMALL LIGATURE FFL) (LATIN SMALL LETTER F  LATIN SMALL LETTER F  LATIN SMALL LETTER L)
FB05;0066 0074;(ﬅ) (ft);(LATIN SMALL LIGATURE LONG S T) (LATIN SMALL LETTER F  LATIN SMALL LETTER T)
FF46;0066;(ｆ) (f);(FULLWIDTH LATIN SMALL LETTER F) (LATIN SMALL LETTER F)
018D;0067;(ƍ) (g);(LATIN SMALL LETTER TURNED DELTA) (LATIN SMALL LETTER G)
01E5;0067;(ǥ) (g);(LATIN SMALL LETTER G WITH STROKE) (LATIN SMALL LETTER G)
0260;0067;(ɠ) (g);(LATIN SMALL LETTER G WITH HOOK) (LATIN SMALL LETTER G)
0261;0067;(ɡ) (g);(LATIN SMALL LETTER SCRIPT G) (LATIN SMALL LETTER G)
0581;0067;(ց) (g);(ARMENIAN SMALL LETTER CO) (LATIN SMALL LETTER G)
1D420;0067;(𝐠) (g);(MATHEMATICAL BOLD SMALL G) (LATIN SMALL LETTER G)
1D454;0067;(𝑔) (g);(MATHEMATICAL ITALIC SMALL G) (LATIN SMALL LETTER G)
1D488;0067;(𝒈) (g);(MATHEMATICAL BOLD ITALIC SMALL G) (LATIN SMALL LETTER G)
1D4D;0067;(ᵍ) (g);(MODIFIER LETTER SMALL G) (LATIN SMALL LETTER G)
1D4F0;0067;(𝓰) (g);(MATHEMATICAL BOLD SCRIPT SMALL G) (LATIN SMALL LETTER G)
1D524;0067;(𝔤) (g);(MATHEMATICAL FRAKTUR SMALL G) (LATIN SMALL LETTER G)
1D558;0067;(𝕘) (g);(MATHEMATICAL DOUBLE-STRUCK SMALL G) (LATIN SMALL LETTER G)
1D58C;0067;(𝖌) (g);(MATHEMATICAL BOLD FRAKTUR SMALL G) (LATIN SMALL LETTER G)
1D5C0;0067;(𝗀) (g);(MATHEMATICAL SANS-SERIF SMALL G) (LATIN SMALL LETTER G)
1D5F4;0067;(𝗴) (g);(MATHEMATICAL SANS-SERIF BOLD SMALL G) (LATIN SMALL LETTER G)
1D628;0067;(𝘨) (g);(MATHEMATICAL SANS-SERIF ITALIC SMALL G) (LATIN SMALL LETTER G)
1D65C;0067;(𝙜) (g);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL G) (LATIN SMALL LETTER G)
1D690;0067;(𝚐) (g);(MATHEMATICAL MONOSPACE SMALL G) (LATIN SMALL LETTER G)
1D83;0067;(ᶃ) (g);(LATIN SMALL LETTER G WITH PALATAL HOOK) (LATIN SMALL LETTER G)
210A;0067;(ℊ) (g);(SCRIPT SMALL G) (LATIN SMALL LETTER G)
24D6;0067;(ⓖ) (g);(CIRCLED LATIN SMALL LETTER G) (LATIN SMALL LETTER G)
33FF;0067 0061 006C;(㏿) (gal);(SQUARE GAL) (LATIN SMALL LETTER G  LATIN SMALL LETTER A  LATIN SMALL LETTER L)
FF47;0067;(ｇ) (g);(FULLWIDTH LATIN SMALL LETTER G) (LATIN SMALL LETTER G)
0127;0068;(ħ) (h);(LATIN SMALL LETTER H WITH STROKE) (LATIN SMALL LETTER H)
0266;0068;(ɦ) (h);(LATIN SMALL LETTER H WITH HOOK) (LATIN SMALL LETTER H)
02B0;0068;(ʰ) (h);(MODIFIER LETTER SMALL H) (LATIN SMALL LETTER H)
02B1;0068;(ʱ) (h);(MODIFIER LETTER SMALL H WITH HOOK) (LATIN SMALL LETTER H)
045B;0068;(ћ) (h);(CYRILLIC SMALL LETTER TSHE) (LATIN SMALL LETTER H)
04BB;0068;(һ) (h);(CYRILLIC SMALL LETTER SHHA) (LATIN SMALL LETTER H)
0570;0068;(հ) (h);(ARMENIAN SMALL LETTER HO) (LATIN SMALL LETTER H)
13C2;0068;(Ꮒ) (h);(CHEROKEE LETTER NI) (LATIN SMALL LETTER H)
13F2;0068;(Ᏺ) (h);(CHEROKEE LETTER YO) (LATIN SMALL LETTER H)
1D421;0068;(𝐡) (h);(MATHEMATICAL BOLD SMALL H) (LATIN SMALL LETTER H)
1D489;0068;(𝒉) (h);(MATHEMATICAL BOLD ITALIC SMALL H) (LATIN SMALL LETTER H)
1D4BD;0068;(𝒽) (h);(MATHEMATICAL SCRIPT SMALL H) (LATIN SMALL LETTER H)
1D4F1;0068;(𝓱) (h);(MATHEMATICAL BOLD SCRIPT SMALL H) (LATIN SMALL LETTER H)
1D525;0068;(𝔥) (h);(MATHEMATICAL FRAKTUR SMALL H) (LATIN SMALL LETTER H)
1D559;0068;(𝕙) (h);(MATHEMATICAL DOUBLE-STRUCK SMALL H) (LATIN SMALL LETTER H)
1D58D;0068;(𝖍) (h);(MATHEMATICAL BOLD FRAKTUR SMALL H) (LATIN SMALL LETTER H)
1D5C1;0068;(𝗁) (h);(MATHEMATICAL SANS-SERIF SMALL H) (LATIN SMALL LETTER H)
1D5F5;0068;(𝗵) (h);(MATHEMATICAL SANS-SERIF BOLD SMALL H) (LATIN SMALL LETTER H)
1D629;0068;(𝘩) (h);(MATHEMATICAL SANS-SERIF ITALIC SMALL H) (LATIN SMALL LETTER H)
1D65D;0068;(𝙝) (h);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL H) (LATIN SMALL LETTER H)
1D691;0068;(𝚑) (h);(MATHEMATICAL MONOSPACE SMALL H) (LATIN SMALL LETTER H)
210E;0068;(ℎ) (h);(PLANCK CONSTANT) (LATIN SMALL LETTER H)
210F;0068;(ℏ) (h);(PLANCK CONSTANT OVER TWO PI) (LATIN SMALL LETTER H)
24D7;0068;(ⓗ) (h);(CIRCLED LATIN SMALL LETTER H) (LATIN SMALL LETTER H)
3371;0068 0050 0061;(㍱) (hPa);(SQUARE HPA) (LATIN SMALL LETTER H  LATIN CAPITAL LETTER P  LATIN SMALL LETTER A)
33CA;0068 0061;(㏊) (ha);(SQUARE HA) (LATIN SMALL LETTER H  LATIN SMALL LETTER A)
FF48;0068;(ｈ) (h);(FULLWIDTH LATIN SMALL LETTER H) (LATIN SMALL LETTER H)
0131;0069;(ı) (i);(LATIN SMALL LETTER DOTLESS I) (LATIN SMALL LETTER I)
0133;0069 006A;(ĳ) (ij);(LATIN SMALL LIGATURE IJ) (LATIN SMALL LETTER I  LATIN SMALL LETTER J)
0268;0069;(ɨ) (i);(LATIN SMALL LETTER I WITH STROKE) (LATIN SMALL LETTER I)
0269;0069;(ɩ) (i);(LATIN SMALL LETTER IOTA) (LATIN SMALL LETTER I)
026A;0069;(ɪ) (i);(LATIN LETTER SMALL CAPITAL I) (LATIN SMALL LETTER I)
03B9;0069;(ι) (i);(GREEK SMALL LETTER IOTA) (LATIN SMALL LETTER I)
0456;0069;(і) (i);(CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I) (LATIN SMALL LETTER I)
04CF;0069;(ӏ) (i);(CYRILLIC SMALL LETTER PALOCHKA) (LATIN SMALL LETTER I)
13A5;0069;(Ꭵ) (i);(CHEROKEE LETTER V) (LATIN SMALL LETTER I)
1D422;0069;(𝐢) (i);(MATHEMATICAL BOLD SMALL I) (LATIN SMALL LETTER I)
1D456;0069;(𝑖) (i);(MATHEMATICAL ITALIC SMALL I) (LATIN SMALL LETTER I)
1D48A;0069;(𝒊) (i);(MATHEMATICAL BOLD ITALIC SMALL I) (LATIN SMALL LETTER I)
1D4BE;0069;(𝒾) (i);(MATHEMATICAL SCRIPT SMALL I) (LATIN SMALL LETTER I)
1D4F2;0069;(𝓲) (i);(MATHEMATICAL BOLD SCRIPT SMALL I) (LATIN SMALL LETTER I)
1D526;0069;(𝔦) (i);(MATHEMATICAL FRAKTUR SMALL I) (LATIN SMALL LETTER I)
1D55A;0069;(𝕚) (i);(MATHEMATICAL DOUBLE-STRUCK SMALL I) (LATIN SMALL LETTER I)
1D58E;0069;(𝖎) (i);(MATHEMATICAL BOLD FRAKTUR SMALL I) (LATIN SMALL LETTER I)
1D5C2;0069;(𝗂) (i);(MATHEMATICAL SANS-SERIF SMALL I) (LATIN SMALL LETTER I)
1D5F6;0069;(𝗶) (i);(MATHEMATICAL SANS-SERIF BOLD SMALL I) (LATIN SMALL LETTER I)
1D62;0069;(ᵢ) (i);(LATIN SUBSCRIPT SMALL LETTER I) (LATIN SMALL LETTER I)
1D62A;0069;(𝘪) (i);(MATHEMATICAL SANS-SERIF ITALIC SMALL I) (LATIN SMALL LETTER I)
1D65E;0069;(𝙞) (i);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL I) (LATIN SMALL LETTER I)
1D692;0069;(𝚒) (i);(MATHEMATICAL MONOSPACE SMALL I) (LATIN SMALL LETTER I)
1D6A4;0069;(𝚤) (i);(MATHEMATICAL ITALIC SMALL DOTLESS I) (LATIN SMALL LETTER I)
1D6CA;0069;(𝛊) (i);(MATHEMATICAL BOLD SMALL IOTA) (LATIN SMALL LETTER I)
1D704;0069;(𝜄) (i);(MATHEMATICAL ITALIC SMALL IOTA) (LATIN SMALL LETTER I)
1D73E;0069;(𝜾) (i);(MATHEMATICAL BOLD ITALIC SMALL IOTA) (LATIN SMALL LETTER I)
1D778;0069;(𝝸) (i);(MATHEMATICAL SANS-SERIF BOLD SMALL IOTA) (LATIN SMALL LETTER I)
1D7B2;0069;(𝞲) (i);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL IOTA) (LATIN SMALL LETTER I)
2071;0069;(ⁱ) (i);(SUPERSCRIPT LATIN SMALL LETTER I) (LATIN SMALL LETTER I)
2139;0069;(ℹ) (i);(INFORMATION SOURCE) (LATIN SMALL LETTER I)
2148;0069;(ⅈ) (i);(DOUBLE-STRUCK ITALIC SMALL I) (LATIN SMALL LETTER I)
2170;0069;(ⅰ) (i);(SMALL ROMAN NUMERAL ONE) (LATIN SMALL LETTER I)
2171;0069 0069;(ⅱ) (ii);(SMALL ROMAN NUMERAL TWO) (LATIN SMALL LETTER I  LATIN SMALL LETTER I)
